jxAccount	jsAccDatabase	jsAccount	nAccValG	nAccValS	jxServerGroup
junweixu165	1	442721849	166805	0	1051
junweixu@sina.com	1	junweixu165	61707	0	1051
jw19790128	4	d88078135	59278	0	1081
jy03045131	2	JY69501230	56583	10	1021
jy03188726	4	jy03188726	64454	14	1001
jytianwang1	2	20010jx	58866	0	1021
jzheng86048074	4	h222010	124410	0	1001
jzw547	6	zheweijiang	71227	1	1001
kapuqieruo	3	f20080808f	70666	0	1181
kathy2kathy	5	hbhdyi2012	55351	0	1021
kgbkgb0002	6	kgbkgb00002	60302	0	1051
killua841201	5	baichizuili	57279	0	1021
king0155772	4	king0155772	119307	0	1081
king@acer	4	fuweng999	55785	0	1081
kingkobe1981	4	94784251bb	55890	0	1081
kiss740819	1	kiss740819	1007817	0	1001
kiss810816	5	kisswoaihui	112094	0	1021
kiss89625178	4	kiss816	55218	10	1021
kissgh6	5	kiss881166	55206	0	1021
kisshyj3	1	kisshyj10	60462	0	1001
kissingblue	1	keimas0917	106178	0	1181
kk50214454	4	momo1818238	104594	0	1001
kkkaaan	5	sdwfzy4	148818	70	1021
kongliaoma	6	kongliaomajianshi6	241083	0	1081
ksah786440	3	j.u.n.	94003	0	1081
ksaj071375	1	gob1in1234	165057	0	1001
ksbb6390133	5	youai258	264940	33580	1021
kstg2841979	2	penny_chen123	79864	0	1081
kstg3181746	5	liangaishuai	207991	0	1021
kstg3243904	1	kstg3243904	100305	0	1001
kyle3009	1	moon7877	107452	0	1081
l13521582554	1	l13521582554	69625	0	1171
lad5531	3	d5531	82760	0	1051
laidengta520	4	laidengta841021	323115	0	1181
laikejx1	3	laike22228888	113486	0	1181
lalala401	4	lalala400	57032	0	1021
langbaol73	4	LangBaol73	63943	0	1081
lanqing126	4	shenxiaoyue02	64590	0	1051
laochang007	4	laochang007	191801	0	1181
laoniuv30	2	jp68647406	125389	0	1021
laoxu19790910	4	laoxu1979091	188910	25	1001
lastlover520	5	lastlover520	103476	10	1021
lb_109	3	lb__109	61060	0	1081
lbj487626038	5	sdynwwh2009	129305	0	1021
lc11306	1	yangwenbo2002	94389	60	1051
lclys2005	1	lclys2005	231614	10	1081
lct2323666	3	linhuada	193532	0	1181
lcxxhp001	1	lcxxhp001	80641	0	1001
ldhldhldh8110	5	ldhldhldh811012	83935	0	1021
leeycqing1984	6	Esonleeyc	57908	6	1081
leijifei1132008	4	leijifei1132008	70037	0	1001
leiniao82	2	huoyingrenzhe2009jian	61466	0	1021
leizhonghua888	2	leizhonghua888	63290	0	1171
lelevsnana2008	5	273038180	154914	0	1181
lemon300	1	redsign300	56579	1	1001
letaotao1	2	letaotao1	284289	0	1171
lf__yz	2	doudou6543	107741	10	1051
lfylfy0072006	6	lfylfy0072010	89151	10	1081
lfylfy0072007	1	lfylfy0072009	210015	0	1081
lhzhao6681311	6	hutong3311	52433	0	1081
li297524740	4	liu675975871	52930	0	1001
liang7699	1	dzc62916135	75962	10	1081
liangyue	4	liangyue	67732	1	1081
liaomin810820	6	cdyuanfengkj100	139210	2200	1001
lifangwen006	4	lifangwenyangli	83795	0	1001
liguangcancan	1	liguangcancan	103069	10	1001
lihai0221	5	qq523142556	56478	0	1171
lijian2008.018	5	donghui2252277	82420	0	1171
lijianqiaolw	1	lijianqiaolw@163.com	114262	0	1001
lijue197787	6	lijue65791119	167061	20	1001
lil3669086	1	ljlaabb01	57394	0	1051
lilaoshi111	3	lichuanfeng2009	57814	1	1001
lin20061201	4	lin20061201	55386	0	1081
lin37921	6	lin37926	97410	894	1051
lin_ds302b	1	lds30200	80619	0	1051
lincai0001	1	xinpian0002	142625	80	1181
linhuada2007	3	linhuada1981	1213227	50	1181
linjian1999ok@sina.com	4	wdyx@sina.com	131534	10	1081
linqiuxiang003	6	linqiuxiang2009	120334	0	1181
linruozi	1	hongchenmowen09	404563	3070	1051
linxvan168	4	uno001	71821	20	1021
linyong7328	4	linyong198	84566	10	1181
linzhijie	1	linzhijie	95865	0	1081
liruishe2009	1	81797080@1	130686	101	1081
lishf_4	3	heibai16109	1165321	0	1051
liuguohui810211	3	666495715	89714	1	1051
liuhuagaoh	4	liuhuagaoh	69555	3	1081
liuhuazhong	1	liuhuazhong@21cn.com	58370	0	1081
liuqi0135	5	dingding761223	64494	0	1081
liurunhua521	5	lihongchao109	77312	0	1021
liusong0614	1	liusong0614	1073157	9789	1181
liuzhen0517	5	kai123456789qq	101344	0	1171
lix101	5	as6601	93498	83	1071
lixi_wudang	4	lixi_du	192056	0	1001
lixuanbai	5	1115year	119166	0	1171
liyefu1976	1	tn7833305	84605	371	1001
liz61500777	6	liz61500777	95753	0	1051
lizongling1031	1	liuhai10072439	179011	10	1081
ljlaa	1	ljlbbaa	74597	0	1001
ljlbb	1	ljlaabb	357332	0	1001
ljpaijx	5	ljpaijx	56724	0	1181
lkp0lkp	1	lkp520lkp	56507	0	1001
ll721223	1	ll721212	1219051	26470	1081
llj000518	1	Llj000518	65059	0	1081
llovezxj1314	4	2005907129	178026	0	1181
lmh7405cfjx18	6	lmh7405cfjx18	132016	5	1181
lmmxj001	2	41044655	143147	0	1021
lonelywolf	4	lonelywolf	94944	2	1081
longhm613	6	ztzzq159	99796	600	1181
longxingtianxia9527	6	chaojiwanjia9527	198270	0	1001
loveling365	5	lingyun8526	846185	0	1021
lovexujunwei	6	btnervc6	103762	0	1051
loveyou2501431	1	xiaokuijxsj999	57895	0	1051
lp20070115	1	congdingxin	83929	0	1001
lqlove08	1	lqlove08	61437	0	1181
lrwb4337331	3	lrwb4337331	59296	0	1051
lsjlxl	6	846772018	197382	0	1071
lsmslyh	4	lsmslyh123	56307	0	1051
lsyyua	4	15099991020	60892	0	1051
luaiying1	5	glx06	79959	0	1021
luhui1837	1	luhui1837	74519	0	1001
lulaifo11	1	lulaifo10	71063	10	1001
lulu1987503	5	lulu1987503	60883	9	1021
luohong962	3	luohong962	325042	0	1051
luoxm701212ll	1	luoxm701212	123190	10	1001
luoyuechenxing	2	xuwenyan033	148058	0	1021
luweixiang37	2	luweixiang37	146978	4	1021
lux4350123	4	lux8689868	132609	80	1051
luyazhou2007	5	luyazhou2007	55974	0	1071
luzh1122	6	luzh1122	54117	1300	1051
luzhimin8888	4	luzhineng147258	58863	0	1001
luzhimin9999	4	luzhimin147258	59800	0	1001
luziqing676	3	xjmy0729	56812	0	1051
lvjianzhang88	2	zqx364721875	57152	40	1171
lwflyz148	2	lwflyz5	129534	10	1021
lxmlxmhf2006	2	lxmlxmhf2006	106579	0	1021
lxxuu	6	lhylxxuu	70416	0	1001
lxyy888	1	lxyy888	201249	2160	1181
ly291126	2	ly291126	56372	10	1171
ly70537291	3	lyy080408	122246	12	1051
ly77028904	3	xiaogg080408	203840	5010	1051
lylovelf000	2	13933037576	60449	10	1021
lyq_999	2	hzh_tianren	62071	0	1171
lzj123456	6	tr96396088	62661	2	1081
lzslaohu	2	lzslaohu	72460	7	1021
lzy0wjj_1	6	lzy0wjj_zyw0xsp	1212976	910	1081
lzy0wjj_rcx_1	6	lzy0wjj_wwj	146231	0	1081
lzy0wjj_zyw0xsp	6	lzy0wjj_zyw	133225	0	1081
lzypf2008	2	lzypf2009	103810	0	1021
lzypflyr	2	lzypflyr	56451	20	1021
m217031m	5	giubaae	55342	0	1021
m51195128@sohu.com	5	ms9412	56971	0	1171
ma000liangbin	1	1988jxzjs	64316	0	1051
ma72liu	6	344017240	117229	20	1001
maer442	5	ls5444	81956	0	1021
maiding0517	1	maiding0517	70940	0	1001
mawenzhang2008	5	mawenzhang3000	79329	0	1021
meisanren	6	hxhjxsj88	137207	0	1231
meng5313@sina.com	1	langziwin118	55521	0	1051
mengshuai186	5	ms0947	100957	0	1171
mengshuai2008	5	ms2126	53224	0	1021
mfjxqy405	4	mfjxqyjxsj405	275226	2400	1001
mfjxqyzh2	1	mfjxqyzh2	62469	7	1001
mfqtwh00	1	mfxq2008	97102	0	1081
mgzjz_kkk	4	w419868867w	68932	0	1181
micalsong123	1	hnq009218	63616	0	1181
milse1234	1	milse1234	105541	0	1081
mimi20614	6	nongxiaoying614	2915214	5038	1181
ml90006	2	ml9007	66309	0	1021
ml9007	2	ml150988	126003	10	1021
mm801314	1	MM803344	58343	0	1051
murongzuqiu520	4	kofcs3619121	64327	0	1181
myhuajian	6	myhuajian@	50072	0	1081
mzjljxqy1aaa110	4	MZJLJXQY1AAA110ZJS	69984	10	1001
nathan444	3	smile_feng	233190	1	1001
nbbufujiushi	6	kstg0179778	113444	0	1021
nianguicai007@126.com	1	henny313	221480	3941	1081
nijianqiangni	1	paolong1a	53273	9	1001
nimawangdui410	4	xuzhihan888	86706	10	1181
ningshunming666	1	zhiaiyangshaofeng2	87704	20	1001
niuniusht	4	hyr825wsxx	50838	0	1051
nixin_007	5	nixin70727_02	126128	600	1171
nofunny10	1	wfnounny99	137493	0	1181
nsq261203578	5	yueyan_005	76497	0	1021
orange_2006	4	orange_2006	66345	0	1181
p_372265295	5	p_372265295	59035	0	1021
pangjn1008	6	pangjn1008	81019	0	1181
pangshiwei	6	jspswjx	56307	0	1001
peihz	2	peihz10	57122	62	1021
pengrenbin	2	prbsyfsky	62902	0	1021
pengsyfsky	2	pengsyfsky	204213	5920	1021
peony1130	1	peony1130	169005	0	1051
peony1139	1	peony1123	71686	0	1051
peony1177	1	peony1170	87941	0	1051
phansiger	2	ttsing_79	59772	0	1021
ploystom	1	ploystom	230191	1730	1081
powerair328	4	wzidong78	55819	0	1001
pplove_1217	2	pplove_1217shadan	87773	0	1021
ppmonkey0000	2	monkeyjj51	194811	60	2011
prettyboylll	5	364198090	160315	0	1021
pu_shuai	4	pu_pu888	226515	0	1181
puwenqian	4	pu_pu118888	50072	0	1001
px396	1	sakal_002	124434	0	1051
pxq13882221404	1	pxq13882221404	92572	0	1001
py_love280	3	py_love280	178857	0	1181
q00096999	1	96999i718	80156	0	1081
q13280061378	2	q13280061378	62919	8	1021
q451288661	6	q451288661	106432	10	1051
q492189494	4	q492189494	95329	0	1181
qaz0.wsx	6	sshhii1000	63113	6	1001
qhdtrw	6	qzxujw	148724	10	1051
qiankongwudi	2	qiankongwudi	128836	295	1021
qidae	4	pu_pu118	54710	0	1001
qiletaotao0	2	qiletaotao0	151629	0	1171
qiletaotao9	2	qiletaotao9	140392	0	1171
qiming63315365	5	19830630jianghao	89263	10	1021
qingye8610	1	cc8502	54466	0	1001
qingyuangg	1	kingkiko123258	61080	0	1001
qingyue0306	2	jianxiahao231	55086	40	1021
qiong521csyaofei	6	yaofei9490	542506	0	1001
qiong521yaofei	6	feifei9491	82724	10	1001
qiruigang123	2	kanglimei1	65219	0	1021
qiujie997997	3	qiujie997997	74777	0	1001
qjnhgdslza	3	qjnhgdslza	99660	2	1051
qm312321068	6	qq312321068	108386	0	1081
qq123456789zxk	5	qq123456789zxk	60577	0	1171
qq149391528	6	x1010233	67477	0	1181
qq362086161	6	qqq362086161	59633	0	1181
qq372966879	4	qq372966879	56433	0	1001
qq491087300	5	qq491087300	131925	0	1021
qqbb9	1	husihua666	162179	0	1051
qqqaaazzz13	3	mayangx18	289895	0	1051
qqsongpeng	2	kusongpeng	55055	0	1021
qqt287435527	1	love287435527	86642	0	1081
quanquan011312	2	yangfeng21749	83847	0	1021
quiqui119	1	rui_237	75316	0	1051
quman521	3	jiaowoyingzai	132667	0	1181
qvbvsqvb	1	qvbvsqvb	64714	0	1181
qwert755379	6	hnrnralw19750521s	53857	0	1001
qwert955379	6	hnrnralw19750521d	205079	0	1001
qycfllove	5	qycfllove	56157	0	1021
raul_231	6	raul_231	58852	0	1021
rawhepqrw1314	4	ihdhdhvn1314	80093	0	1001
rbs2302	6	flamingo317	138545	1451	1001
rhkk168	3	rhkk168	115423	200	1001
rita_zl	5	longzhuxifu	98286	0	1021
rjbl55	5	ylw856311	102727	8	1021
rjbl88888	5	ylw856312	96679	0	1021
robinhood1984	1	xuwuxing1	56418	20	1001
roje29866	1	bingbing433	110537	100	1081
rong6237115	6	huangchun530	56435	0	1081
rong998feng	2	zhangrongfeng01	63091	0	1021
roylz214223	4	ctpl129729	106264	0	1001
royzl214223	4	ctpl129729b	68727	312	1081
rqxzq	3	fxt7103603	144195	0	1051
rrb181	3	s5531	65609	1	1051
rrr666888	6	nameisrain	55458	0	1081
ruanye_fl	1	652823987@qq.com	58222	0	1001
ryp19750505	1	zhyjryp2009	154614	80	1001
samdyluo1975	4	hua1662010	81221	0	1081
sand200547	5	wlzvictor1	56989	0	1081
sanqingzi002	2	251yy4	55109	0	1021
sanyuanlybo	4	sanyuanlybo3	186142	0	1181
sbccuffd	3	qepftxihcvsb	56163	30	1001
sclb4	4	13734981105	65437	0	1181
sclssdb	4	sclssdba1	121194	0	1181
sdwmmsgdhdcao	5	cjyhbzwjxyxlaaa	56615	0	1021
sdy2300	4	1sdy19752	63935	0	1021
sdytjxxs888	5	sdytjxsjzxx2009	1507598	146	1021
sdytjxxs999	5	sdytjxsjlin2009	1462597	106	1021
sea20hy	1	lichang090109	50573	0	1081
sealastrofox	5	a313336111	73342	0	1021
sean005	2	tsqtw1314	55356	6	1021
sfq789	2	106jxem	74483	0	1021
sg.111	4	sg1133	103498	243	1001
sgb1977	1	bingbing432	644000	0	1081
sh2011g	1	sh7006g	84548	0	1001
shan371021959	1	lkmfvawxf	56396	0	1081
shandongqdao2008	2	juan1973@hotmail.com	249189	6	1021
shanxihuaan	1	keimas0620	179841	0	1181
shaobowangfang89969525	4	shaobowangfang89969525	107992	13	1001
shaolinhuaheshang	5	shaolinhuaheshang	118888	1	1051
shashatt19880901	2	99205815tian	58726	2	1021
shashoushen	4	wyxiang8424	388367	10	1181
shb321002	4	shb321002	140403	10	1021
shelori1984	6	276972981	77092	40	1051
shenbin771118	4	86902063	328483	0	1081
shidellc1234	1	kafei5600	68426	10	1021
shiyan081672	2	shiyan20070710	55670	3520	1051
shiyi_tiancai	5	yinansz20091985	72703	1	1021
shjxqylong	1	shjxsj0501	75663	0	1051
shu2026	4	outian3026	1886665	11	1001
shuiningbing09	1	mowenhongchen09	55000	0	1051
shundehuajian	6	mehuajian@	177557	0	1001
shunlong110	4	shunlong110	56804	0	1081
shzqyf1	4	pu_pu1188	72917	10	1181
sj912	4	bobowyk	212457	1	1051
sjhl912	6	sj912	68643	7	1051
skensken	5	liangaishuai2008	103586	0	1021
sky789110	3	Allenlam888	230932	0	1051
sm923404	1	ms923401	59657	0	1001
smking8	6	7630419329	61376	0	1001
smuygahp	5	smuygahp	231467	0	1171
snake0810	6	snake08103	55379	40	1021
snake08100	6	snake08104	130506	0	1021
sncffoju@sina.com	6	sncffoju@sina	111616	40	1051
song3431988	4	song3431988	56301	0	1001
songcuihua5201314	6	chaojiwanjia9529	58646	0	1081
songling2006	1	qianshuai_jiao	60649	0	1081
songpengkuer	2	jackyli415	55335	0	1021
songpengzhuaiku	2	baolingqiu00	132012	0	1021
sparerib1234	1	sparerib123	64374	0	1001
spring5104	1	spring5104	100481	0	1001
srlsq2007	6	srlsqjx001	60608	0	1051
sss117154990	2	chengxu585858	51454	1	1021
sss_meinv	4	fada1999	111950	2	1081
st286039699_03	4	gs274464052gs	88424	0	1081
stanteryboy	4	prettygirl741	61312	0	1081
stargate99	6	cdyuanfengkj99	66340	10	1001
stzyx5201314	1	stzyx5201314	140438	370	1001
suibian022	2	jijigege258	69595	0	1021
suibian033	2	lm750826	61014	0	1021
suiyuan_2	5	xiaopao521_2	80549	2480	1021
sukuremf	1	sukure	90436	0	1051
summer1139	4	xs03395	160528	0	1181
sundunqing	2	gjl7729870	275416	10	1021
sunsheng830730	5	liurui830730	156583	0	1171
sunxuyuang	5	wang8110meng	99713	0	1021
sunzhijun6565	3	hljjiajia	60058	0	1051
superoper	2	paoyijun014	79117	0	1021
suptian	5	sy_ty_nu	61973	0	1171
sword0123	2	dangshimingyue1	90312	100	1021
swordzhou888	6	zhanghaing8888	80454	0	1081
sypengrenbin	2	sypengrenbin	50428	0	1021
syszxx	4	syszxx	88477	120	1181
szc1314521	5	szc4026249789	70167	457	2011
szxj123@sina.com	6	wwwaifei527cn	90085	0	1181
ta250743569	2	ta250743569	232121	0	1171
tangshanchenlei198302034819	2	tangshanchenleiaichenxin	299273	1400	1021
tanyujian309	4	tinghai814	141244	0	1081
tc2586	5	li13048837050	62139	0	1171
tc_superliu	4	pu_pu1188	77796	0	1001
tcszdc02	6	ahtcszrl001	55066	0	1081
tcy19851027	5	zzy19861022	67105	0	1021
tekpeng	6	tekypcpeng	87109	0	1001
tfxuermaomao2	6	wd520wj	752893	0	1021
tg0823	2	cx9527588	55107	0	1021
theking421	3	theking603	221385	8	1231
tianhu830311@163.net	3	ffff195505463	75053	0	1051
tianlinhy	1	tianlinhy	86646	0	1021
tianpu081671	2	tianpu20070710	69808	334	1051
tianya7894561230	3	ss251802905	101734	0	1081
tiger6385855	3	tiger6385855	57131	14	1051
tiger8012713	3	tiger6385856	106697	90	1051
tigerlee14001	6	tigerlee14001	60073	5280	1171
tongsiyu	5	anjingyu521	2160180	105	1021
totopa1129	3	jsmyxf	91136	0	1001
tr96396088	6	em96396088	210998	7	1081
trwqhd	6	dxw913	57284	0	1051
tuhalujing_11	4	tuhalujing_001	102328	0	1181
tuhao009	1	634143775	61573	31	1081
tyiaen	3	tyiaen	73654	300	1021
tyxyu2	1	tyxyu2	199042	0	1081
tzy20061105	1	laike1978	72382	10	1181
u50015328	3	hanjiang2222	168715	920	1051
uin2005	1	kfk2008	67859	0	1081
v19212618	3	dy810086	73821	224	1051
vedichen03	4	xiongfclamp	58508	12	1071
vedichenhaogh	5	vedichenhaogh	87335	0	1071
viuviu001	3	komajun02	746735	0	1051
vmoneyv	5	vmoneyv1979	153486	0	1021
vvanvv	2	anjingqiang	241332	1	1021
vvv3310	2	vvv3344	127363	540	1021
w20022008	2	w20022008	60538	0	1021
w272007805	2	w272007805	59744	0	1081
w339499490	2	62480001	136642	10	1021
w88883059	5	xyzg33	420106	0	1021
wadrlove	6	dfq2121318	95514	0	1081
wah123123	1	58155327@qq.com	62254	0	1081
wan123456qqq	1	wan123456qqqq	54343	0	1001
wang19850217	4	wang19850217	157977	35	1051
wangbin780414	2	wangbin780414	83818	0	1021
wangdelong1981	1	konglongteji123456	139597	149	1181
wangfan198912	4	663954051	103410	20	1051
wanghongwei0001	5	xiaoshengyi3	69359	0	1021
wangjianfei789	6	howrob2099	159641	0	1001
wangnansi200705	1	ldjzjq2828	93086	0	1081
wangsken	5	yy38288814	81327	0	1021
wangxin139918	4	wangxin139918	75746	3400	1181
wangzhuan821227	1	zyf13637422277	122870	0	1001
wanlong100	1	wanlong100	222651	23	1001
wanlong800	1	wanlong800	74376	12	1001
wanshougongxiaoxue	2	677528000	75763	0	1171
wb8654091	1	wb6958051	60233	0	1001
wb9931	4	wb9931	222458	4800	1051
wdctlib	5	whbqfuhuo	139400	10	1021
wdjxzhjx101	2	wdjxzh@jx001	50407	15	1021
weiwei410aaa	4	zishuier090	66222	14	1081
weiwei410f	4	zishuier070	57641	5	1081
weiwu588	4	weiwu588	109957	0	1081
wellerman88	4	wellerman88	56257	0	1181
welllyq1	4	214615987	73295	0	1001
wen153330921	1	wen153330921	60489	16	1051
wendosmon	3	xiaozhu153688360	324302	0	1051
wennuan_1982	2	wennuan_1982	110440	10	1021
wenyaohong	1	wenyaohong999	98035	0	1051
wfl8403042158	4	liuguohui359409423	56779	1	1051
whdlijin	4	wuj810072886	66044	7	1081
whhkj	1	zjjhkjno1	136574	0	1081
whwn888	2	whwn521	56347	0	1021
whzhan001	2	hbzqwhz	92462	1	1021
williamrenfan	5	williamrenfan	62687	0	1001
winight001	1	kafei5300	117478	38707	1021
wj66999	5	lm717914818	55184	0	1051
wjt20070904	1	wjt20070901	210395	14070	1171
wjxdd11gh	1	wjxdd11gh	108201	0	1051
wjzlsq	4	wjzlyx	73251	0	1081
wkzx888	4	zds202063	66358	0	1081
wlpzhj7777	1	wlp601207601	56653	1	1001
wlpzhj8888	1	20080717jxsj	56977	0	1081
wnsc2009	1	wnsc2009	57106	0	1181
wo520hai	4	yifanfengshun	83924	0	1081
woaipengchaixia	6	walen03034	64347	0	1181
wode116116	4	wode116116	68602	0	1181
wolf46009	1	hero030201	57341	1	1001
wq424607747	1	wq424607748	68711	0	1181
wqw0314	1	wqw0314	176684	4090	1001
wsafs810914	6	qinmei5201314	228521	0	1021
wsdxd123	4	wsdxd123	193290	0	1081
wskiawxf	6	wskiawxf101	58135	0	1181
wspterry	4	hgzterry	72349	0	1001
wstone69	5	wstonenana	483000	0	1021
wt19790320	1	wt19790320cx	161858	0	1051
wu7788034	2	wu7788034	312244	20	1021
wudaimin1981	3	wudaiminloveyou@163.com	103305	1	1081
wudimm123	3	wudimm123	93127	0	1001
wujunfafa	6	wujunfafa	78168	10	1001
wushiwang123	1	zhiaiyangshaofeng	65056	0	1001
wusong101	2	yt2252525	234180	0	1021
wuting1909	1	xukai5201121	161174	60	1081
wuxi1145459512	6	yu121786245	67268	0	1181
wuyide1	3	wuyide1974	100657	0	1081
ww0820@163.com	5	tywws@126.com	275448	3600	1051
ww_20	4	ww_87654321	51243	100	1081
ww_222	4	ww_12345678	86650	0	1181
www1380123	5	jswwzxe	84170	0	1021
www4225452	1	www422545201	199424	0	1051
wwwplyou617	3	fuwang0111	1555674	0	1051
wwwyouyouyou	4	shenxiaoyue03	99749	0	1051
wx471125351	1	wx471125351	206676	0	1001
wyqu3333	1	QQPP123456	82968	0	1231
wzaex08	1	1978cqkx	52741	10	1001
wzhangweida	4	ifengvs2009	58465	0	1051
wzjs112	4	wbqx5258	247166	1442	1181
wzpopeye	1	wzhueng	234089	1390	1001
x13438073886	3	7151044025	151647	30	1081
x4746918	6	07316930720	73765	0	1081
xc313606763	1	88450689	63830	0	1051
xcoolstar	1	xcoolstar	221047	3500	1001
xcy520610	6	xcy520610	55716	0	1181
xcyxhaikushilan	5	xcyxjxsjyuyub	63730	0	1021
xgr27730191	2	xgr546944	99730	10	1081
xgr546942	2	8301166	100990	0	1081
xht166	1	xiongxht	66405	0	1181
xiangao84109@163.com	3	xiangao1984	122824	50	1181
xiangdongjielaopo	5	0856smile	82765	60	1021
xiangpan2006	3	xp198707037335	239766	10	1181
xiao741120@tom.com	6	xiao741120@tom.com	167563	146	1081
xiao_8881	2	yon19	70113	0	1021
xiaoapple4126	4	13554680487	552766	28	1181
xiaohuiziyonghui	2	Rainbow027520@126.com	59937	0	1171
xiaojun0802	3	xiaojunkai003	63970	0	1051
xiaoque0909@163.com	5	35051997	65580	0	1051
xiaosong8206	1	hhwhhw123123	99573	37	1021
xiaoyangkandao	4	xiaoyangkandao12	209857	15	1181
xiaoyanyanok	5	13080559@qq.com	76988	0	1171
xiaoyufenfei128	1	wshy86351869	467660	20	1181
xiaoyui3737	6	szgzzh888	80563	0	1181
xiawatangkui	2	106jxtm	68900	0	1021
xilin775180	1	zhongwei323426	125020	0	1181
xinghui28	1	xinghui29	293433	410	1081
xingshanhua@hotmail.com	2	leizhonghua888	50802	0	1001
xiuluolaodao	1	konglongteji12345	70850	0	1181
xiutao888	2	gxtwt222	128159	910	1021
xjby088494	2	byjx088495	95119	0	1021
xjj23071	3	xs2302007	483882	108610	1081
xjy567	1	xjy568	179197	10	1051
xjzj197593	6	daoxianglaonong	289226	10	1081
xptu50000	4	xptu50000	74035	0	1181
xq5201314no1	6	13117351515	76337	0	2001
xrf820527	4	xrf820527	77973	0	1051
xsd17173xm	6	xsd17173xm	64329	202	1231
xttwdm122	3	lenovoacer123	61836	0	1001
xtvfhpgah	6	xtvfhpgah	69587	0	1051
xuhujinghao	6	linqiuxiang003	52381	0	1081
xujianandxlq	3	xujianandxlq	169060	60	1001
xuli270429566	3	xuli270429566	156983	0	1081
xumingqing0101	2	koiul	57078	0	1021
xutongtong1986	4	tong19tong86	126611	0	1081
xuwuxing88	1	xuwuxing100000000	81948	0	1001
xxtangxx	1	xxtangxx	51086	0	1001
xxwjsmy	2	xxwjsmy	93110	70	1021
xy00zg00	5	xy00zg00	4979276	1342	1021
xyhlj_7809	5	xyhlj_7809	146281	0	1181
xzdt471125351	1	xzdt471125351	72777	1	1001
yang1365010	1	yang13655010	326084	280	1181
yang59772	1	yang597721	61450	140	1081
yang735	6	yang73530	61326	10	1001
yangshaofeng307	1	zhiaiyangshaofeng1	86233	1	1001
yangxiaohai_38	3	yangyl931201	438997	1400	1081
yangzhiccs	4	yzz314034608	158763	0	1051
yanhuochuanshuo	3	yanhuo1106	130183	420	1001
yanruitao111	3	yanruitao333	62394	0	1181
yexuba7	5	shaolinlaoheshang	63234	0	1051
yglqh2009	6	yglqh2007	235250	0	1261
yglyglygl2007	4	zxj5189	76995	0	1181
yglyglygl2008	3	wulei7980	57093	0	1181
yh07518888875	4	y65837540	56917	0	1001
yhlj222	6	yhlj0009	78806	20	1001
yibeqi	6	yibeqi	67701	0	1001
yinansz2006	5	yinansz1985	64261	0	1021
yingchuanboasd	6	lenovo2009003	108585	0	1181
yingting1314	6	yingting1314	965336	0	1181
yingzhang82	2	huoyingrenzhe2009cheng	121812	0	1021
yinxuezhe123	5	yinxuezhejun	432022	1	1021
yinzg1966	1	yinzg66@126.com	278993	560	1081
yirongtao520	6	hbsei12345	156385	20	1051
yjxaa135781	2	zy413759451	56695	0	1021
ymli82	4	chenruikang2009	158738	0	1181
ynhjzh	4	hwf@123.com	53302	0	1081
youxizheng	2	q765400071	67566	0	1021
ypcww20088	3	ypcccwww2008	113994	10	1001
yujun_18	3	zwj03690205	286741	19	1051
yuna789	5	xyzg11	433589	0	1021
yunyun529420	4	luokangpingqq	210024	0	1181
yushiweixjl23	2	jianxiahao23	79108	50	1021
yuwenqi520	2	zylncrj01	57035	0	1001
yx19651028	6	yx19651028	89961	0	1181
yxfhy123456	1	yxfhy123456	107509	1	1001
yys278955616	5	yyuansheng66	63566	0	1181
yyuliang	6	yyuliang	57525	6	1081
yzhuanggh2	5	yzhuanggh8	259722	25	1001
yzhuangguohua	5	yzhuanggh11	81981	5	1001
yzzzgequnbo	3	yzzzyaorao	68314	0	1051
z12328538_07	5	z12328538_15	356651	101	1021
z19830303	3	zhengzhon1983	1105646	0	1181
z3936801	4	zq03922200	80262	0	1001
zaozao622	2	zzqling8008	55025	0	1021
zbf252797726	5	gaoyang175	56127	0	1171
zc781028	4	zc781028	63890	0	1181
zcy710421	5	zcj71042104	95693	0	1021
zdjmh111	4	zdjmh111	395701	80	1081
zeng-zhao	6	heheng188	56575	0	1001
zengchao2222	4	zc__15872192300	157189	0	1181
zengyibiao1985	6	shelori1985	50739	0	1051
zengyuan129.student@sina.com	4	zengkeming256	103228	0	1081
zgdxzjj	1	zgdxzjj	56957	19	1051
zgjlytslj	5	zgjlytslj	136307	17	1021
zhai_yongwu	1	ansoncg	106707	10	1051
zhaiyongli2006	5	hbhdyi2006	152652	0	1021
zhaiyongwu	1	ansonct	63194	140	1051
zhanghongwei_30	6	zhanghongwei_3008	181472	85	1001
zhanghuangpin2	4	sg1144	67845	67	1001
zhangjingsong03	5	zuoqiang67896613	79124	0	1171
zhangjinlei001	2	0407jxsj	50011	0	1001
zhangqian198662	6	tonyden88	122687	10	1231
zhangrongfeng01	2	zhangrongfeng02	112861	0	1021
zhangwenxin08	1	hongchenmowen	56257	0	1051
zhangxing13981469220111	3	zhangxing13981469220111	71854	318	1231
zhangxinkuanqq	5	xcyxjxsjyuyua	74955	10	1021
zhangy1021	3	5pao	75869	0	1001
zhangyouhui110	5	bingfeng52102	88685	0	1021
zhangyw1996	1	zhangyw000001	268782	0	1081
zhaodong823	5	xyzg44	425786	0	1021
zhaokai423	2	woailike7777	98305	0	1021
zhaopanjuan	1	12345sbjss	82405	120	1001
